Name,Employee ID,Service Center,Date,Gap Time,First Pro Number,First Pro HU,Second Pro Number,Second Pro HU
Dorothy Mcbride,83218580,DAL,2023-08-17,34.6,5435284188,8,8849846776,6
Dorothy Mcbride,83218580,DAL,2023-08-17,28.03,2798430503,3,6854638546,7
Dorothy Mcbride,83218580,DAL,2023-08-17,21.29,2815497899,1,1296459901,8
Dorothy Mcbride,83218580,DAL,2023-08-17,26.58,6213200613,3,1505517868,1
Dorothy Mcbride,83218580,DAL,2023-08-17,20.95,746255383,2,4197048107,5
Dorothy Mcbride,83218580,DAL,2023-08-17,30.54,376399337,7,8869700055,3
Dorothy Mcbride,83218580,DAL,2023-08-17,25.74,5231692445,3,3116472740,1
Barbara Ryan,17568007,DAL,2023-08-17,29.38,7614035070,2,9865294758,5
Barbara Ryan,17568007,DAL,2023-08-17,34.23,8793411815,7,1464473287,6
Barbara Ryan,17568007,DAL,2023-08-17,27.49,5732802290,5,407097946,5
Barbara Ryan,17568007,DAL,2023-08-17,21.66,1912130361,1,2826089999,8
Barbara Ryan,17568007,DAL,2023-08-17,21.36,9401200869,7,5820813843,2
Barbara Ryan,17568007,DAL,2023-08-17,28.41,9910177793,1,3176253514,4
Barbara Ryan,17568007,DAL,2023-08-17,31.99,3005894739,2,5817791056,4
Lynn Hawkins,87449731,HOU,2023-08-17,28.47,7568505214,7,6521569017,5
Lynn Hawkins,87449731,HOU,2023-08-17,32.8,9186672764,5,8786046023,6
Clarence Gonzalez,2392005,HOU,2023-08-17,31.47,6967351395,7,1881892548,8
Clarence Gonzalez,2392005,HOU,2023-08-17,28.98,4157821923,8,8662245211,1
Clarence Gonzalez,2392005,HOU,2023-08-17,25.45,9848970143,3,3559602005,8
Anna Smith,2526554,FTW,2023-08-17,24.64,9648845714,8,2754385876,6
Anna Smith,2526554,FTW,2023-08-17,30.07,1581609395,1,4462072203,5
Anna Smith,2526554,FTW,2023-08-17,22.34,670459996,5,233622142,1
Anna Smith,2526554,FTW,2023-08-17,26.69,9335850378,5,5700474681,3
Anna Smith,2526554,FTW,2023-08-17,21.72,408585793,4,8266272273,3
Anna Smith,2526554,FTW,2023-08-17,22.65,3174299175,2,8475863404,6
Anna Smith,2526554,FTW,2023-08-17,32.57,166202142,4,7066728567,4
Peggy Tate,30840273,FTW,2023-08-17,29.83,4641778435,7,744269347,7
Peggy Tate,30840273,FTW,2023-08-17,27.79,4538176432,6,7401076207,6
Peggy Tate,30840273,FTW,2023-08-17,22.57,9151287405,6,6467716308,5
Peggy Tate,30840273,FTW,2023-08-17,22.72,725582603,3,847298313,4
Peggy Tate,30840273,FTW,2023-08-17,22.2,4291627607,5,8900730157,1
Peggy Tate,30840273,FTW,2023-08-17,30.76,3614150861,3,2912591415,4
Peggy Tate,30840273,FTW,2023-08-17,33.85,6395539622,7,9459583387,4
Matthew Miles,88643207,FTW,2023-08-17,23.38,5013844481,5,742898664,7
Ruth Hansen,26410811,OKC,2023-08-17,32.75,8961057414,1,1905235551,4
Ruth Hansen,26410811,OKC,2023-08-17,29.54,4791860708,3,4477655385,6
Ruth Hansen,26410811,OKC,2023-08-17,27.25,1467777663,2,6376871479,6
Ruth Hansen,26410811,OKC,2023-08-17,20.26,5563303646,8,7433161752,5
Ruth Hansen,26410811,OKC,2023-08-17,25.3,4893908569,2,5341561562,2
Melissa Jones,92375666,FTW,2023-08-17,32.81,3528865122,6,1248721226,3
Melissa Jones,92375666,FTW,2023-08-17,26.99,6311002338,3,6750869426,3
Melissa Jones,92375666,FTW,2023-08-17,31.86,1624247401,2,3536674010,6
Melissa Jones,92375666,FTW,2023-08-17,23.07,5463122366,6,3486329235,7
Melissa Jones,92375666,FTW,2023-08-17,25.63,5588122041,7,7843541444,7
Melissa Jones,92375666,FTW,2023-08-17,33.95,1442926136,7,3289128851,8
Melissa Jones,92375666,FTW,2023-08-17,29.74,7220661820,7,3930561965,3
Melissa Jones,92375666,FTW,2023-08-17,31.42,4083334453,1,6745902536,3
Jose Lloyd,56962859,FTW,2023-08-17,20.48,9575946133,7,6704220860,1
Elaine Flores,82308356,OKC,2023-08-17,32.44,4783495161,2,909146835,4
Elaine Flores,82308356,OKC,2023-08-17,27.77,6699536178,8,4242297616,3
Elaine Flores,82308356,OKC,2023-08-17,28.18,7937863036,3,5184317396,3
Elaine Flores,82308356,OKC,2023-08-17,24.84,8418490742,3,6343716272,3
Elaine Flores,82308356,OKC,2023-08-17,33.97,191321465,7,4830163970,3
Elaine Flores,82308356,OKC,2023-08-17,25.96,4331098633,6,6161354672,6
Kiara Williams,9364733,FTW,2023-08-17,32.53,4930977178,6,2168331863,8
Kiara Williams,9364733,FTW,2023-08-17,32.58,3219433268,7,9337059557,5
Kiara Williams,9364733,FTW,2023-08-17,29.32,1474614987,7,4359749069,3
Kiara Williams,9364733,FTW,2023-08-17,28.73,70320906,4,7969368247,7
Kiara Williams,9364733,FTW,2023-08-17,33.72,6289307593,2,7015903708,7
Erin Johnson,47665349,HOU,2023-08-17,33.23,5816296596,8,6391094278,5
Kimberly Lawson,16559716,SHV,2023-08-17,22.69,9992703308,3,5511810670,3
Kimberly Lawson,16559716,SHV,2023-08-17,27.34,556131313,5,9668124254,2
Kimberly Lawson,16559716,SHV,2023-08-17,26.84,8387900999,4,4961513978,2
Kimberly Lawson,16559716,SHV,2023-08-17,23.4,1819509083,5,3172347360,4
Kimberly Lawson,16559716,SHV,2023-08-17,33.62,462132699,2,5860680776,7
Kimberly Lawson,16559716,SHV,2023-08-17,23.64,4315039283,8,633721191,7
Kimberly Lawson,16559716,SHV,2023-08-17,34.69,1121184000,1,2075266103,7
Mary Watson,6002164,HOU,2023-08-17,28.72,4191436568,1,3920448445,3
Mary Watson,6002164,HOU,2023-08-17,26.73,1335093907,5,6867664047,1
David Newton,67750878,STX,2023-08-17,32.47,5671512838,8,5449131803,6
David Newton,67750878,STX,2023-08-17,21.17,6962103695,1,1007864783,1
David Newton,67750878,STX,2023-08-17,32.32,1150794149,7,9112779386,2
David Newton,67750878,STX,2023-08-17,26.1,2687974910,7,2135024150,5
David Newton,67750878,STX,2023-08-17,22.31,5970895557,4,2854473506,8
Rachel Parsons,26264579,FTW,2023-08-17,27.92,2377743812,3,6157497617,7
Jennifer Bowman,59486462,FTW,2023-08-17,21.83,6440037342,3,5184271097,4
Jennifer Bowman,59486462,FTW,2023-08-17,21.31,8326069919,1,4904985357,1
Jennifer Bowman,59486462,FTW,2023-08-17,26.03,1416052297,6,8153940627,8
Jennifer Bowman,59486462,FTW,2023-08-17,34.21,940921725,6,5767583019,3
Jennifer Bowman,59486462,FTW,2023-08-17,20.57,163834930,2,2113776976,3
Jennifer Bowman,59486462,FTW,2023-08-17,30.87,5676034942,6,2633700199,6
Patrick Small,39057094,HOU,2023-08-17,27.0,1826528022,1,3442058926,2
Patrick Small,39057094,HOU,2023-08-17,20.28,4339827274,4,8989687519,6
Patrick Small,39057094,HOU,2023-08-17,21.51,8050864860,1,3631973512,3
Patrick Small,39057094,HOU,2023-08-17,29.36,7819008192,8,4867568393,3
Patrick Small,39057094,HOU,2023-08-17,31.23,153581463,3,1918253370,2
Patrick Small,39057094,HOU,2023-08-17,33.7,8744237242,4,5457176823,7
Patrick Small,39057094,HOU,2023-08-17,25.99,550266736,7,1139618737,2
Patrick Small,39057094,HOU,2023-08-17,24.92,5368167519,3,6571641095,5
Jeremy Fry,1481337,STX,2023-08-17,30.39,5621903449,3,7771589243,5
Jeremy Fry,1481337,STX,2023-08-17,29.93,4676060102,5,1888798267,8
Jeremy Fry,1481337,STX,2023-08-17,33.74,239371050,7,2996156053,7
Jeremy Fry,1481337,STX,2023-08-17,31.41,3437973397,5,7153995490,4
Jeremy Fry,1481337,STX,2023-08-17,24.82,8166459362,7,5140077413,2
Jeremy Fry,1481337,STX,2023-08-17,32.42,9063965150,1,7853473189,5
Denise Sanchez,58873729,SHV,2023-08-17,22.38,8017668130,1,6122869279,7
Denise Sanchez,58873729,SHV,2023-08-17,25.34,6991052599,8,3992649704,2
Miranda West,46967111,STX,2023-08-17,30.65,8743953576,3,2527491176,6
Miranda West,46967111,STX,2023-08-17,22.14,8119613055,8,8791254477,6
Miranda West,46967111,STX,2023-08-17,23.22,290190107,7,7529086549,8
Miranda West,46967111,STX,2023-08-17,31.88,6899462985,2,2471012607,2
Jose Carroll,34218855,FTW,2023-08-17,34.32,996645712,1,1174176997,3
Roberto Alexander,57320968,FTW,2023-08-17,21.47,8418450132,6,3982512956,8
Roberto Alexander,57320968,FTW,2023-08-17,22.08,3046719425,2,600057524,7
Colin King,27389471,OKC,2023-08-17,24.48,9689516868,8,1848387065,1
Ethan Gallegos,3536701,HOU,2023-08-17,26.6,1733444462,8,6769427672,3
Ethan Gallegos,3536701,HOU,2023-08-17,24.54,1634733368,3,166634692,6
Ethan Gallegos,3536701,HOU,2023-08-17,23.1,8007655415,3,551679532,5
Ethan Gallegos,3536701,HOU,2023-08-17,28.92,860865181,3,5017803671,1
Ethan Gallegos,3536701,HOU,2023-08-17,33.06,5289920214,5,4227801194,3
Ethan Gallegos,3536701,HOU,2023-08-17,27.52,5919379107,1,6518718057,6
Brittany Webb,37390235,FTW,2023-08-17,26.41,1343396498,8,920936899,4
Brittany Webb,37390235,FTW,2023-08-17,25.28,8907792086,2,5867301774,3
Brittany Webb,37390235,FTW,2023-08-17,33.5,4884744982,6,3475459399,2
Brittany Webb,37390235,FTW,2023-08-17,24.03,3276099767,5,4989965907,2
Brittany Webb,37390235,FTW,2023-08-17,22.45,2530432006,6,2260070366,4
Brittany Webb,37390235,FTW,2023-08-17,24.86,1292904846,6,1312926858,3
Brittany Webb,37390235,FTW,2023-08-17,25.59,2290349653,4,4777480469,4
Brittany Webb,37390235,FTW,2023-08-17,20.34,4596600128,7,8469158544,6
Austin Herrera,60256606,STX,2023-08-17,20.82,512759221,8,1629170775,6
Austin Herrera,60256606,STX,2023-08-17,20.14,2705410948,1,2064211892,3
Austin Herrera,60256606,STX,2023-08-17,25.51,9840343979,6,7020211186,2
Austin Herrera,60256606,STX,2023-08-17,29.87,8220526092,5,5743797639,7
Austin Herrera,60256606,STX,2023-08-17,30.18,3753741514,3,9840400526,6
Austin Herrera,60256606,STX,2023-08-17,24.74,8423367476,8,7149229063,2
Austin Herrera,60256606,STX,2023-08-17,25.84,3307994095,7,2857355062,8
Austin Herrera,60256606,STX,2023-08-17,22.82,8418625531,6,5234640641,1
Bryan Pham,7886301,STX,2023-08-17,32.3,7471179179,4,6732309742,8
Bryan Pham,7886301,STX,2023-08-17,31.72,1783999415,1,4512658266,4
Brian Taylor,75222115,FTW,2023-08-17,30.0,8782492123,7,9515525684,6
Brian Taylor,75222115,FTW,2023-08-17,22.51,1431353428,7,5539010657,6
Brian Taylor,75222115,FTW,2023-08-17,22.55,4831729141,2,224113312,1
Brian Taylor,75222115,FTW,2023-08-17,30.01,1436116079,3,2652835889,2
Jennifer Brown,57107385,DAL,2023-08-17,20.54,964645786,5,7261552612,2
Jennifer Brown,57107385,DAL,2023-08-17,32.2,8748644283,3,2233855370,5
Jennifer Brown,57107385,DAL,2023-08-17,22.48,8349446413,6,7095720945,3
Jennifer Brown,57107385,DAL,2023-08-17,24.49,2604685721,3,6622334754,4
Jennifer Brown,57107385,DAL,2023-08-17,30.77,5857603985,8,9822407711,6
Jennifer Brown,57107385,DAL,2023-08-17,31.2,468213289,8,6594216140,4
Jennifer Brown,57107385,DAL,2023-08-17,33.24,2509589146,8,3855709164,2
Tiffany Smith,69716341,SHV,2023-08-17,30.71,8730557288,3,7745812518,6
Tiffany Smith,69716341,SHV,2023-08-17,33.64,3463165738,6,3575543254,5
Kristy Jacobs,68190334,HOU,2023-08-17,29.39,936433081,6,4709446832,7
Kristy Jacobs,68190334,HOU,2023-08-17,26.57,7864100239,1,3811805337,5
Kristy Jacobs,68190334,HOU,2023-08-17,29.83,1657876569,6,9605470678,4
Kristy Jacobs,68190334,HOU,2023-08-17,21.27,7883070696,1,5213937849,8
Kristy Jacobs,68190334,HOU,2023-08-17,28.44,5528025965,4,8673387244,8
Kristy Jacobs,68190334,HOU,2023-08-17,32.62,3685412460,3,8820679639,5
Kristy Jacobs,68190334,HOU,2023-08-17,24.8,5698085385,5,2006526196,4
Brandon Moreno,4793547,DAL,2023-08-17,29.12,9985688377,1,9620102146,3
Anna Nelson,14325942,SHV,2023-08-17,24.58,3670463880,1,4172461369,6
Jacob Carr,74843235,DAL,2023-08-17,34.91,9649600998,3,9359165445,3
Jacob Carr,74843235,DAL,2023-08-17,26.76,4221679178,6,2039131505,1
Jacob Carr,74843235,DAL,2023-08-17,32.49,3050114242,1,9278625821,8
Jacob Carr,74843235,DAL,2023-08-17,27.83,9140068627,2,2256081138,6
Jacob Carr,74843235,DAL,2023-08-17,24.37,8551257301,6,250257121,1
Ryan Porter,34435132,OKC,2023-08-17,28.12,7709635839,2,4239727028,1
Ryan Porter,34435132,OKC,2023-08-17,30.58,2481678861,4,8036489668,5
Hunter Munoz,80766757,OKC,2023-08-17,23.18,8194285525,8,3280573543,1
Hunter Munoz,80766757,OKC,2023-08-17,22.44,5192378395,8,3750800490,4
Hunter Munoz,80766757,OKC,2023-08-17,30.47,6908324098,1,7493803122,6
Hunter Munoz,80766757,OKC,2023-08-17,24.53,4679266826,6,5745568428,4
Hunter Munoz,80766757,OKC,2023-08-17,29.69,6862942743,6,3143974950,3
James Bartlett,92131686,OKC,2023-08-17,28.92,5485384672,6,4084679548,1
James Bartlett,92131686,OKC,2023-08-17,28.69,5480295841,2,3379259429,3
James Bartlett,92131686,OKC,2023-08-17,27.64,3297366505,8,3492235209,6
James Bartlett,92131686,OKC,2023-08-17,34.52,4038961648,3,4481766858,2
James Bartlett,92131686,OKC,2023-08-17,31.89,2474326535,1,7187945473,2
James Bartlett,92131686,OKC,2023-08-17,23.07,1371409734,2,4667512245,4
James Bartlett,92131686,OKC,2023-08-17,22.83,829010944,4,2627738015,4
James Bartlett,92131686,OKC,2023-08-17,23.53,1848440953,5,4755478571,5
Tina Brown,60561543,DAL,2023-08-17,23.99,4489425415,6,3704924602,2
Tina Brown,60561543,DAL,2023-08-17,28.76,4866055253,8,9657719554,5
Tina Brown,60561543,DAL,2023-08-17,26.77,2699368166,4,91625128,7
Tina Brown,60561543,DAL,2023-08-17,31.99,2541701829,3,9674217140,5
Tina Brown,60561543,DAL,2023-08-17,29.1,8777310598,8,1960982237,6
Tina Brown,60561543,DAL,2023-08-17,32.59,831600973,2,7824892400,3
Tina Hernandez,72195856,STX,2023-08-17,22.88,1102052231,1,3303277832,3
Tina Hernandez,72195856,STX,2023-08-17,28.6,2461919126,8,988777178,4
Tina Hernandez,72195856,STX,2023-08-17,26.14,3299694031,8,8467007542,7
Tina Hernandez,72195856,STX,2023-08-17,22.9,2063363997,7,2428385389,5
Monique Ray,64606888,HOU,2023-08-17,21.2,3975182233,7,7885944132,1
Monique Ray,64606888,HOU,2023-08-17,29.3,6822383746,2,9365063969,2
Monique Ray,64606888,HOU,2023-08-17,25.82,2813878329,2,3784837899,5
Monique Ray,64606888,HOU,2023-08-17,32.92,5487673472,8,9586106489,4
Monique Ray,64606888,HOU,2023-08-17,28.47,722707877,3,1432452352,4
Dave Graham,11267032,STX,2023-08-17,26.35,8304417224,7,1220087665,1
Dave Graham,11267032,STX,2023-08-17,34.39,5844689027,5,498973413,6
Dave Graham,11267032,STX,2023-08-17,20.61,2830427601,7,9839880480,6
Dave Graham,11267032,STX,2023-08-17,28.98,3357272233,3,293096064,1
Timothy Mccormick,12800401,STX,2023-08-17,34.22,4693156253,3,8642401132,1
Adam Farmer,43978655,DAL,2023-08-17,32.37,100025686,5,9278173802,8
Daniel Ibarra,42835825,HOU,2023-08-17,25.39,4218610957,7,8810486770,1
Daniel Ibarra,42835825,HOU,2023-08-17,23.01,959490496,2,8556899947,4
Gary Jennings,17112032,DAL,2023-08-17,33.79,860431505,5,9864834755,3
Tracy Johnson,8933606,STX,2023-08-17,29.18,6831259231,2,9373007518,8
Tracy Johnson,8933606,STX,2023-08-17,29.65,8180231625,6,6653791292,7
Tracy Johnson,8933606,STX,2023-08-17,28.35,9207208571,8,3446078757,1
Tracy Johnson,8933606,STX,2023-08-17,30.66,281438898,7,5822581325,1
Michael Leach,87179195,STX,2023-08-17,24.64,8859142990,6,5923682156,2
Michael Leach,87179195,STX,2023-08-17,33.66,981024776,3,3418997671,8
Mark Flowers,41639238,HOU,2023-08-17,22.83,3424918110,5,8761247806,8
Mark Flowers,41639238,HOU,2023-08-17,23.82,8053099114,3,9414152215,1
Mark Flowers,41639238,HOU,2023-08-17,32.21,8743877385,5,1797368095,5
Mark Flowers,41639238,HOU,2023-08-17,26.48,567580756,4,1503058969,5
Mark Flowers,41639238,HOU,2023-08-17,26.28,7036221531,6,2055726326,3
Mark Flowers,41639238,HOU,2023-08-17,25.37,1889952987,2,5250035852,4
Mark Flowers,41639238,HOU,2023-08-17,34.79,2187076449,6,6454527908,1
Mark Flowers,41639238,HOU,2023-08-17,24.08,2698701273,5,5937077068,6
Janice Farmer,97058780,STX,2023-08-17,20.74,9555653618,6,5454723808,5
Janice Farmer,97058780,STX,2023-08-17,21.47,8101749075,4,24416881,4
Janice Farmer,97058780,STX,2023-08-17,21.34,4570999366,7,1717140952,8
Jacob Hood,31301588,FTW,2023-08-17,33.22,1982610100,1,5208927956,8
Jacob Hood,31301588,FTW,2023-08-17,28.1,6098128465,6,1284071850,2
Jacob Hood,31301588,FTW,2023-08-17,30.31,1114843169,8,4314049072,2
Jacob Hood,31301588,FTW,2023-08-17,27.26,5838618402,7,1567909728,2
Elizabeth Stevenson,94871444,STX,2023-08-17,24.91,8775375914,3,9239020153,2
Tanner Romero,34636635,SHV,2023-08-17,21.19,7859144252,7,7033260615,4
Tanner Romero,34636635,SHV,2023-08-17,34.58,1497371801,2,5288309403,4
Tanner Romero,34636635,SHV,2023-08-17,21.52,3711689632,7,9515822240,3
Tanner Romero,34636635,SHV,2023-08-17,22.25,1888897808,8,218550512,1
Karen Wells,69335321,FTW,2023-08-17,22.46,798247933,4,8156299087,5
Karen Wells,69335321,FTW,2023-08-17,20.02,7282690748,5,2946958677,4
Rhonda Brooks,13604223,OKC,2023-08-17,33.63,1680803544,3,9877602478,8
Rhonda Brooks,13604223,OKC,2023-08-17,23.35,5914946440,2,9805891892,4
Rhonda Brooks,13604223,OKC,2023-08-17,27.52,7118514546,2,2206597103,2
Rhonda Brooks,13604223,OKC,2023-08-17,32.8,7950933279,4,7635388102,5
Brandon Harrell,33123179,SHV,2023-08-17,23.65,1023450057,3,194652081,5
Brandon Harrell,33123179,SHV,2023-08-17,26.56,8859162567,5,7734635723,3
Brandon Harrell,33123179,SHV,2023-08-17,24.96,4124388087,8,9743650386,6
Brandon Harrell,33123179,SHV,2023-08-17,21.46,7284662353,1,7223358159,7
Brandon Harrell,33123179,SHV,2023-08-17,29.39,9619153041,3,8295267352,7
Brandon Harrell,33123179,SHV,2023-08-17,20.91,3439701845,7,4035160104,7
Brandon Harrell,33123179,SHV,2023-08-17,21.73,1347678518,6,5357847538,8
Brandon Harrell,33123179,SHV,2023-08-17,33.49,3330648176,2,9782188093,2
Eric Jackson,53018010,SHV,2023-08-17,33.81,4510023409,7,5078112517,7
Eric Jackson,53018010,SHV,2023-08-17,24.95,7103634254,1,1048335212,3
Eric Jackson,53018010,SHV,2023-08-17,24.4,8882669880,7,3103911213,4
Thomas Cummings,57246918,FTW,2023-08-17,25.98,7808764612,3,5832465102,1
Thomas Cummings,57246918,FTW,2023-08-17,33.14,1621946004,3,1576513823,7
Thomas Cummings,57246918,FTW,2023-08-17,32.41,5902055689,8,1810017577,5
Thomas Cummings,57246918,FTW,2023-08-17,29.01,8783288570,2,4048565680,8
Jimmy Ruiz,63589781,SHV,2023-08-17,20.55,4320181964,8,6442254106,1
Jimmy Ruiz,63589781,SHV,2023-08-17,28.73,2366175284,8,1268384614,7
Jimmy Ruiz,63589781,SHV,2023-08-17,34.77,5096750349,6,1882939805,4
Veronica Powell,36801459,OKC,2023-08-17,33.68,162749958,3,2548857207,5
Veronica Powell,36801459,OKC,2023-08-17,32.39,4660623439,3,947120942,3
Tami Cooke,14858504,DAL,2023-08-17,34.2,5646269440,4,3770875973,8
Tami Cooke,14858504,DAL,2023-08-17,21.27,6496314046,2,1433518189,3
Tami Cooke,14858504,DAL,2023-08-17,21.22,7812099634,5,6877305717,3
Tami Cooke,14858504,DAL,2023-08-17,32.97,1236448258,4,2676680124,5
Tami Cooke,14858504,DAL,2023-08-17,24.74,7822644819,3,8210678415,6
Tami Cooke,14858504,DAL,2023-08-17,34.64,4413551214,5,6450704494,3
Tami Cooke,14858504,DAL,2023-08-17,24.16,1176871949,1,9902195977,3
Tami Cooke,14858504,DAL,2023-08-17,34.01,5236063046,7,1750126184,3
Lori Glover,31638930,FTW,2023-08-17,26.14,3903641919,7,4824507439,4
Lori Glover,31638930,FTW,2023-08-17,33.69,7420923939,7,5797769789,5
Lori Glover,31638930,FTW,2023-08-17,24.61,1631862786,6,5004829021,7
Lori Glover,31638930,FTW,2023-08-17,20.98,2660223090,2,5960011808,3
Cassandra Mckinney,6676986,FTW,2023-08-17,28.66,4924067958,1,322964706,7
Amanda Edwards,65745320,OKC,2023-08-17,33.67,8494279833,3,2859573976,3
Amanda Edwards,65745320,OKC,2023-08-17,32.64,6695653234,5,4817126699,6
Stephanie Williams,94908655,STX,2023-08-17,34.82,1011849177,3,986511726,8
Stephanie Williams,94908655,STX,2023-08-17,24.28,8632505124,1,1606928612,7
Stephanie Williams,94908655,STX,2023-08-17,24.41,7369449123,7,29907516,4
Stephanie Williams,94908655,STX,2023-08-17,20.59,4176235435,6,9030258516,5
Stephanie Williams,94908655,STX,2023-08-17,23.32,7958152182,1,2205207015,7
Stephanie Williams,94908655,STX,2023-08-17,27.31,7125171070,5,7465021518,8
Chris Strong,75702629,HOU,2023-08-17,21.36,6413808324,4,1979332935,5
Melody Morris,47601713,STX,2023-08-17,25.97,5591808283,6,1567614625,2
Melody Morris,47601713,STX,2023-08-17,20.76,6777997586,7,5392775064,1
Melody Morris,47601713,STX,2023-08-17,22.81,4442137386,8,1125155458,1
Melody Morris,47601713,STX,2023-08-17,21.15,8616846449,6,5341591059,6
Brent Farmer,88724736,HOU,2023-08-17,29.97,3595688244,8,1001975953,3
Brent Farmer,88724736,HOU,2023-08-17,25.99,7347271550,2,8502735424,6
Brent Farmer,88724736,HOU,2023-08-17,32.72,5690671871,3,4713247608,6
Brent Farmer,88724736,HOU,2023-08-17,22.61,190604629,4,2520703386,6
Brent Farmer,88724736,HOU,2023-08-17,24.52,3385830522,8,5125259355,1
Brent Farmer,88724736,HOU,2023-08-17,23.37,4692576465,6,5490423247,8
Hunter Woods,75028321,DAL,2023-08-17,25.85,4599246923,2,7457128946,2
Hunter Woods,75028321,DAL,2023-08-17,29.45,8392836986,8,4388309775,1
Jared Brown,52539361,FTW,2023-08-17,30.06,9273641347,4,7666407121,5
Jared Brown,52539361,FTW,2023-08-17,20.61,4677736500,2,256924927,5
Jared Brown,52539361,FTW,2023-08-17,25.82,189354484,7,5717969573,3
Jared Brown,52539361,FTW,2023-08-17,34.66,363938209,1,8028116451,2
Jared Brown,52539361,FTW,2023-08-17,29.33,9727560760,3,5211499079,5
Jared Brown,52539361,FTW,2023-08-17,30.73,1320248778,1,4616279304,1
Jared Brown,52539361,FTW,2023-08-17,31.25,4968025130,3,4353649530,3
Tammy Martinez,70842924,DAL,2023-08-17,22.95,3370469400,6,968849200,3
Tammy Martinez,70842924,DAL,2023-08-17,24.79,8013979784,3,8272328596,7
Tammy Martinez,70842924,DAL,2023-08-17,34.38,6085713108,8,3835712968,7
Tammy Martinez,70842924,DAL,2023-08-17,29.24,6388454660,8,7523634246,4
Tammy Martinez,70842924,DAL,2023-08-17,34.35,8852750996,4,3592618137,4
Tammy Martinez,70842924,DAL,2023-08-17,23.99,9278941701,2,5665513980,5
Tammy Martinez,70842924,DAL,2023-08-17,33.12,7379424561,7,2669249966,1
Amy Griffin,18363974,FTW,2023-08-17,26.41,2470317595,8,9029080697,1
Susan Carlson,16135607,OKC,2023-08-17,23.25,7959555116,2,2000545144,7
Susan Carlson,16135607,OKC,2023-08-17,22.27,6327850883,7,4559370134,7
Susan Carlson,16135607,OKC,2023-08-17,29.33,1514996910,5,9211601407,3
Susan Carlson,16135607,OKC,2023-08-17,27.87,184632378,3,3776078280,6
Susan Carlson,16135607,OKC,2023-08-17,34.65,6133003559,6,1541713560,4
Susan Carlson,16135607,OKC,2023-08-17,27.6,3500478461,8,5326109488,5
Aaron Gaines,52252216,SHV,2023-08-17,23.6,3633443890,4,3918414470,5
Aaron Gaines,52252216,SHV,2023-08-17,22.8,1231487224,1,6389220403,1
Jacob Mccormick,72130366,SHV,2023-08-17,20.15,9898715339,4,6601392490,1
Timothy Doyle,7543154,FTW,2023-08-17,25.71,7201930871,7,9816692028,3
Timothy Doyle,7543154,FTW,2023-08-17,29.73,5110096431,4,9779134152,6
Timothy Doyle,7543154,FTW,2023-08-17,28.68,5289960995,4,7574658841,3
Timothy Doyle,7543154,FTW,2023-08-17,25.2,5280527517,4,3450775535,3
Timothy Doyle,7543154,FTW,2023-08-17,31.96,4951721998,2,6591459407,6
Timothy Doyle,7543154,FTW,2023-08-17,25.82,8222344744,3,5205303744,7
Timothy Doyle,7543154,FTW,2023-08-17,22.03,4730513366,5,3046480771,1
Alexandria Bass,21931263,SHV,2023-08-17,20.02,4225799864,3,7145936391,5
Alexandria Bass,21931263,SHV,2023-08-17,27.6,4589015113,1,3961093986,8
Alexandria Bass,21931263,SHV,2023-08-17,27.13,1163437184,8,7917872087,5
Alexandria Bass,21931263,SHV,2023-08-17,34.22,7941041878,1,1117085441,3
Alexandria Bass,21931263,SHV,2023-08-17,24.62,6435812135,8,2634550339,6
Monique Davis,39583203,STX,2023-08-17,28.02,6827683075,4,3948716758,2
Monique Davis,39583203,STX,2023-08-17,21.67,8244826549,7,1401322772,8
Monique Davis,39583203,STX,2023-08-17,30.3,9085906457,1,3508160318,7
Monique Davis,39583203,STX,2023-08-17,24.45,2824895122,4,5356792780,6
James Rhodes,91962453,FTW,2023-08-17,33.87,8222190895,3,3583203560,8
James Rhodes,91962453,FTW,2023-08-17,32.69,9647422565,1,9559780654,4
James Rhodes,91962453,FTW,2023-08-17,32.74,2780617129,7,965264736,2
James Rhodes,91962453,FTW,2023-08-17,25.19,1803485556,5,1341604758,3
Matthew Sanchez,96730712,FTW,2023-08-17,34.24,3006240564,6,3427958519,7
Matthew Sanchez,96730712,FTW,2023-08-17,29.22,7204262389,1,7105220352,5
Matthew Sanchez,96730712,FTW,2023-08-17,32.97,5440988908,5,4171376123,1
Matthew Sanchez,96730712,FTW,2023-08-17,21.88,3341935665,8,3865533342,6
Matthew Sanchez,96730712,FTW,2023-08-17,21.02,243497080,8,838897390,4
Seth Tran,26028559,SHV,2023-08-17,33.7,3967095887,1,3878752508,4
Seth Tran,26028559,SHV,2023-08-17,26.1,799958493,6,4630823418,8
Seth Tran,26028559,SHV,2023-08-17,34.77,5117399730,1,6728880396,3
Seth Tran,26028559,SHV,2023-08-17,27.89,7618580637,7,6863733832,2
Seth Tran,26028559,SHV,2023-08-17,23.64,3652472117,1,3884186662,3
Jacob Taylor,82557048,SHV,2023-08-17,23.91,4696302668,5,8451757637,6
Jacob Taylor,82557048,SHV,2023-08-17,20.79,8965005761,4,8635162291,4
Jacob Taylor,82557048,SHV,2023-08-17,20.26,7352079424,6,2267769442,4
Jacob Taylor,82557048,SHV,2023-08-17,34.42,9886614168,6,3309308835,4
David West,97218182,FTW,2023-08-17,25.62,1851567006,8,6235330142,1
